order_date,ship_date,category,subcategory,sales_amount,quantity,discount,customer_region,is_returned
2023-02-04,2023-02-05,Toys,Building Blocks,1332.29,32,0.4055,East,0
2021-01-11,2021-01-17,Toys,Dolls,4130.27,74,0.0477,East,0
2023-05-15,2023-05-21,Electronics,Camera,2088.44,99,0.3264,South,0
2020-02-16,2020-02-26,Sports,Water Sports,1111.78,94,0.4855,North,0
2025-08-29,2025-09-04,Electronics,Phone,256.06,11,0.2172,South,0
2021-06-18,2021-06-22,Clothing,Shoes,2626.00,35,0.1617,East,0
2021-01-01,2021-01-11,Electronics,Headphones,854.58,57,0.2202,South,0
2022-08-14,2022-08-15,Clothing,Dress,746.91,37,,North,0
2021-03-31,2021-04-04,Home,Lighting,1300.70,94,0.3475,South,0
2020-03-16,2020-03-26,Books,Fiction,4726.43,85,0.4260,South,0
2024-01-15,2024-01-22,Electronics,Laptop,4520.32,77,0.0932,South,0
2025-08-12,2025-08-20,Books,Fiction,1740.43,81,0.4980,North,0
2025-08-15,2025-08-16,Home,Furniture,1135.66,51,0.0439,East,0
2024-04-14,2024-04-24,Toys,Building Blocks,4549.58,70,0.3262,West,0
2022-04-08,2022-04-15,Clothing,Dress,734.31,21,0.2787,East,0
2021-04-29,2021-05-05,Clothing,Dress,2062.15,82,0.1369,West,0
2022-02-08,2022-02-13,Electronics,Phone,2985.84,4,0.3441,North,0
2025-05-06,2025-05-09,Clothing,Jacket,696.19,5,0.4844,West,0
2023-01-10,2023-01-12,Books,Non-Fiction,2202.03,89,0.2288,West,0
2022-10-07,2022-10-13,Books,Comics,2863.95,83,0.3935,West,0
2025-11-02,2025-11-06,Electronics,Headphones,3678.50,67,0.4813,South,0
2022-02-16,2022-02-24,Home,Lighting,4595.97,19,0.3231,South,0
2021-01-05,2021-01-14,Sports,Fitness,2259.92,76,0.4479,North,0
2025-02-05,2025-02-08,Electronics,Tablet,579.68,47,0.3536,South,0
2025-09-26,2025-10-02,Toys,Action Figures,758.95,23,0.0257,South,0
2023-06-15,2023-06-19,Home,Lighting,,2,0.4277,South,0
2020-01-24,2020-01-31,Toys,Dolls,42.80,36,0.2788,North,0
2022-04-30,2022-05-01,Electronics,Phone,1499.22,7,0.4969,North,0
2021-10-22,2021-10-31,Sports,Team Sports,2899.04,12,0.1614,East,0
2024-04-01,2024-04-03,Electronics,Headphones,2639.99,90,0.0291,West,0
2025-12-06,2025-12-11,Electronics,Headphones,1305.70,80,0.0649,West,0
2025-07-26,2025-07-31,Toys,Dolls,0.00,81,0.3687,East,0
2022-04-29,2022-05-03,Toys,Dolls,,37,0.0339,South,0
2023-05-14,2023-05-20,Toys,Building Blocks,4800.96,25,0.1690,South,1
2025-05-16,2025-05-25,Books,Fiction,4072.69,8,0.1497,East,0
2023-07-16,2023-07-22,Toys,Building Blocks,4205.29,49,0.4212,North,0
2024-05-14,2024-05-20,Clothing,Jacket,443.12,48,0.4754,North,0
2022-06-04,2022-06-08,Toys,Puzzles,134.42,65,0.1701,North,0
2025-06-03,2025-06-12,Sports,Team Sports,3625.61,92,0.0579,West,0
2023-06-27,2023-06-29,Electronics,Camera,1569.28,40,0.1049,West,0
2022-04-01,2022-04-03,Clothing,Dress,581.16,72,0.1033,South,0
2023-12-05,2023-12-15,Toys,Puzzles,3070.18,57,0.0145,South,0
2020-07-25,2020-08-04,Electronics,Headphones,3453.72,46,0.4087,North,0
2025-12-25,2026-01-02,Electronics,Headphones,3225.65,61,0.1119,East,0
2022-11-22,2022-11-28,Home,Lighting,2381.92,60,0.1411,North,0
2023-11-28,2023-11-30,Toys,Building Blocks,3964.23,52,0.1193,North,0
2022-09-25,2022-10-05,Toys,Action Figures,2840.38,89,0.3313,International,0
2020-11-15,2020-11-17,Sports,Water Sports,4779.86,14,0.2982,North,0
2024-04-01,2024-04-04,Home,Lighting,3184.30,0,0.2265,East,0
2023-04-08,2023-04-18,Books,Comics,4593.32,92,0.1721,North,0
2020-12-31,2021-01-05,Toys,Board Games,4839.82,999,0.1411,East,0
2020-05-07,2020-05-14,Clothing,Shoes,1063.97,18,0.1923,East,0
2024-01-15,2024-01-16,Books,Non-Fiction,0.00,63,0.4875,South,0
2021-07-10,2021-07-20,Electronics,Phone,2277.43,58,0.1129,East,0
2024-10-05,2024-10-14,Toys,Board Games,2886.00,5,0.3524,East,0
2021-04-08,2021-04-17,Toys,Dolls,3896.56,11,0.3050,International,0
2022-10-01,2022-10-11,Books,Fiction,3894.85,66,0.2870,East,0
2023-09-19,2023-09-20,Books,Textbook,1527.31,34,0.2366,International,0
2021-11-23,2021-11-24,Toys,Board Games,2532.92,36,0.3079,East,0
2023-02-01,2023-02-04,Home,Furniture,885.24,31,0.3997,West,0
2020-05-15,2020-05-23,Home,Furniture,1922.00,93,0.1054,International,0
2023-11-14,2023-11-21,Electronics,Tablet,4741.78,30,0.3528,West,0
2025-04-27,2025-05-05,Home,Kitchen,2655.96,13,0.3187,East,0
2024-11-03,2024-11-13,Toys,Puzzles,3747.96,76,0.2600,South,0
2022-01-06,,Home,Furniture,2235.25,37,0.0170,East,0
2021-01-11,2021-01-13,Electronics,Camera,4283.64,85,0.3240,East,0
2022-01-26,2022-02-03,Electronics,Phone,2140.65,99,0.1287,South,0
2020-10-30,2020-11-04,Home,Furniture,4897.32,51,0.2460,South,0
2021-08-12,2021-08-17,Toys,Dolls,2861.01,58,,North,0
2025-07-31,2025-08-06,Clothing,Shirt,2581.76,63,0.2020,West,0
2020-10-14,2020-10-22,Toys,Action Figures,4958.09,39,0.3161,North,0
2021-01-06,2021-01-10,Home,Bedding,1926.98,90,0.0534,North,0
2024-01-11,2024-01-12,Books,Fiction,2968.80,9,0.3217,West,0
2025-08-08,2025-08-14,Toys,Dolls,599.75,86,0.4700,International,1
2021-09-02,2021-09-03,Sports,Outdoor,238.55,17,,West,1
2020-07-23,2020-07-25,Home,Furniture,3081.99,26,0.4058,South,0
2024-07-04,2024-07-08,Home,Furniture,1684.16,19,0.0840,International,0
2024-02-24,2024-02-26,Toys,Action Figures,1886.89,63,0.0036,South,0
2020-12-31,2021-01-03,Sports,Team Sports,2620.20,23,0.0188,South,0
2022-01-07,2022-01-12,Sports,Water Sports,0.00,16,0.4884,East,0
2024-01-22,2024-01-27,Toys,Building Blocks,754.59,61,0.0799,North,0
2020-06-25,2020-07-03,Electronics,Tablet,4625.06,4,0.0580,South,0
2022-08-21,2022-08-27,Sports,Water Sports,1146.63,53,0.1878,East,0
2022-06-22,2022-06-26,Electronics,Headphones,1942.78,93,0.1793,East,0
2023-01-09,2023-01-12,Clothing,Dress,2096.94,29,0.3018,North,0
2021-11-27,2021-12-05,Toys,Building Blocks,2372.71,2,0.3681,West,0
2022-10-07,2022-10-10,Clothing,Dress,2094.68,61,0.2521,South,0
2024-10-09,2024-10-17,Toys,Dolls,3767.86,53,0.0664,South,0
2023-04-26,2023-05-04,Clothing,Shirt,131.82,99,0.3516,North,0
2022-01-27,2022-02-03,Home,Lighting,173.24,35,0.3063,East,1
2022-04-28,2022-05-07,Sports,Fitness,4441.01,47,0.0204,East,0
2024-02-09,2024-02-12,Clothing,Jacket,576.65,97,0.4796,East,0
2022-05-09,2022-05-16,Sports,Outdoor,1732.68,68,0.2351,South,0
2025-12-18,2025-12-20,Sports,Team Sports,445.67,23,0.4783,South,0
2021-03-23,2021-03-27,Clothing,Dress,1472.92,70,0.2370,North,0
2024-09-16,2024-09-20,Books,Fiction,1686.03,84,0.1632,South,0
2025-12-11,2025-12-16,Toys,Dolls,2426.37,99,0.0742,South,0
2023-03-10,2023-03-13,Books,Non-Fiction,3467.37,20,0.0585,East,0
2023-07-20,2023-07-21,Toys,Action Figures,748.24,21,0.0607,South,0
2020-04-12,2020-04-15,Books,Comics,,65,0.3527,West,0
2025-04-25,2025-05-01,Home,Kitchen,4501.87,71,0.0124,West,0
2022-06-21,2022-07-01,Books,Textbook,3837.80,11,0.2227,North,0
2020-12-23,2020-12-24,Toys,Dolls,748.25,48,0.0061,North,0
2023-11-13,2023-11-21,Home,Bedding,2218.10,94,0.2119,International,0
2024-08-23,2024-09-01,Clothing,Jacket,4800.88,12,,East,0
2023-01-24,2023-01-27,Books,Non-Fiction,1454.42,39,0.1520,East,0
2025-03-13,2025-03-21,Clothing,Shirt,1445.57,89,0.0142,West,0
2023-02-09,2023-02-16,Books,Fiction,2385.44,16,0.3665,East,0
2020-03-12,2020-03-15,Home,Kitchen,1812.21,46,0.1458,East,0
2020-11-10,2020-11-13,Toys,Action Figures,4135.84,39,0.3490,West,0
2024-01-24,,Electronics,Camera,2429.65,21,0.0773,East,0
2022-06-24,2022-07-03,Clothing,Jacket,4014.88,10,0.0656,East,0
2020-03-12,2020-03-22,Books,Textbook,869.31,96,0.1112,South,0
2021-08-06,2021-08-13,Sports,Outdoor,397.90,97,0.0982,South,0
2020-05-14,2020-05-19,Sports,Fitness,3914.03,27,0.1000,South,0
2023-12-10,2023-12-20,Electronics,Laptop,2508.17,31,0.0342,North,0
2020-02-27,2020-03-07,Toys,Action Figures,,28,0.4256,East,0
2025-04-28,2025-05-04,Home,Kitchen,2576.11,98,0.0618,South,0
2021-03-27,2021-03-28,Toys,Action Figures,1930.06,95,0.4881,East,0
2024-12-23,2024-12-25,Clothing,Jacket,4696.02,2,0.2458,South,0
2021-03-06,2021-03-13,Books,Comics,517.59,22,0.4876,East,0
2023-10-19,2023-10-26,Clothing,Jacket,3570.33,35,0.4005,West,0
2024-06-27,2024-07-06,Home,Lighting,549.10,64,0.4712,East,0
2020-05-01,2020-05-04,Electronics,Laptop,772.16,13,0.3305,West,0
2025-10-30,2025-11-04,Books,Comics,2707.24,98,0.2152,North,0
2021-05-02,2021-05-03,Books,Comics,3899.12,22,0.0672,South,0
2024-05-12,2024-05-21,Books,Fiction,4273.21,51,0.2955,East,0
2024-03-27,2024-04-06,Toys,Puzzles,1750.90,4,0.3126,West,0
2024-04-07,2024-04-11,Electronics,Headphones,2966.73,9,0.0572,South,0
2021-11-26,2021-12-06,Electronics,Camera,111.81,3,0.1889,South,0
2024-05-17,2024-05-23,Home,Furniture,3340.26,39,0.2180,West,0
2025-07-28,2025-07-29,Sports,Fitness,4024.97,12,0.2891,West,0
2023-10-11,2023-10-17,Home,Furniture,1516.22,56,0.1567,East,0
2024-08-24,2024-08-27,Books,Textbook,2585.96,64,0.4811,East,0
2025-03-29,2025-04-02,Home,Lighting,760.86,39,0.2051,West,0
2020-09-20,2020-09-23,Sports,Outdoor,2035.27,25,0.3985,West,0
2023-06-25,2023-06-26,Books,Comics,155.42,36,0.0880,East,0
2020-06-21,2020-06-27,Sports,Water Sports,4503.87,47,0.4429,West,0
2024-06-13,2024-06-15,Sports,Outdoor,4748.88,33,0.0451,North,0
2021-05-15,2021-05-19,Home,Bedding,543.00,36,0.1272,West,0
2020-08-17,2020-08-25,Books,Textbook,4398.37,47,0.1839,East,0
2023-06-16,2023-06-17,Electronics,Camera,1205.98,40,0.3503,North,0
2021-05-14,2021-05-21,Toys,Action Figures,1511.43,97,0.1052,West,0
2021-10-18,2021-10-19,Books,Textbook,3899.49,95,0.4206,West,0
2024-09-26,2024-10-06,Electronics,Phone,1640.57,98,0.3208,East,0
2024-12-21,2024-12-31,Sports,Outdoor,2586.67,84,0.4235,North,0
2024-08-07,2024-08-17,Home,Lighting,1001.33,24,0.1887,South,0
2022-07-08,2022-07-10,Electronics,Laptop,3509.29,52,0.3002,West,0
2021-09-03,,Electronics,Tablet,4642.14,64,0.3568,North,0
2022-02-19,2022-02-23,Home,Bedding,1422.01,54,0.3962,West,0
2020-04-27,2020-05-07,Home,Bedding,61.50,42,0.1988,North,0
2022-05-19,2022-05-21,Sports,Water Sports,4656.01,46,0.4697,East,0
2020-07-05,2020-07-11,Electronics,Tablet,215.21,22,0.4652,East,0
2025-04-01,2025-04-03,Clothing,Shirt,2501.06,36,0.4631,South,0
2023-03-04,2023-03-12,Home,Bedding,4266.64,57,0.0743,East,0
2022-07-30,2022-08-01,Clothing,Shirt,213.55,91,0.2289,South,0
2021-04-05,2021-04-08,Sports,Outdoor,4114.63,85,0.2918,North,0
2020-01-17,2020-01-25,Toys,Building Blocks,139.55,88,0.1868,North,0
2021-03-10,2021-03-18,Home,Kitchen,2975.08,0,0.4754,North,0
2023-08-23,2023-08-29,Sports,Outdoor,2740.31,12,0.0890,North,1
2024-06-21,2024-06-26,Electronics,Laptop,779.13,56,0.4608,West,0
2021-06-21,2021-06-28,Home,Furniture,2121.12,48,0.2171,West,0
2024-10-10,2024-10-13,Electronics,Laptop,3239.65,60,0.4536,East,0
2025-05-10,2025-05-14,Home,Kitchen,248.16,6,0.2553,International,0
2024-08-18,2024-08-23,Electronics,Headphones,91.18,60,0.0911,East,0
2024-05-28,2024-06-05,Electronics,Laptop,4041.09,24,0.0391,South,0
2022-11-28,2022-11-29,Sports,Fitness,3462.11,96,0.2434,South,1
2024-01-17,2024-01-21,Sports,Water Sports,0.00,4,0.3243,West,0
2022-09-17,2022-09-24,Books,Non-Fiction,-79.00,95,0.4819,North,0
2025-04-15,2025-04-22,Electronics,Headphones,0.00,92,0.2078,East,0
2025-07-23,2025-08-02,Sports,Team Sports,4339.49,8,0.2110,North,0
2023-07-17,2023-07-19,Toys,Board Games,1740.35,3,0.3631,South,0
2025-04-06,2025-04-12,Home,Lighting,3578.84,38,0.1952,North,0
2024-09-03,2024-09-13,Sports,Team Sports,440.10,23,0.3029,West,0
2021-02-17,2021-02-18,Books,Comics,3387.87,65,0.0318,South,0
2024-10-29,2024-11-04,Electronics,Camera,3852.77,20,0.4368,North,0
2021-03-02,2021-03-04,Sports,Fitness,3052.18,14,0.0210,West,0
2021-03-07,2021-03-12,Clothing,Shirt,2496.97,20,0.1673,West,0
2021-07-18,2021-07-22,Electronics,Phone,1440.92,35,0.3774,South,0
2024-01-17,2024-01-21,Sports,Outdoor,4590.92,67,0.1809,North,0
2020-05-01,2020-05-03,Books,Non-Fiction,4909.91,8,0.0185,West,0
2021-09-10,2021-09-19,Toys,Board Games,4430.06,39,0.1568,International,0
2023-11-10,2023-11-17,Electronics,Tablet,2726.68,84,0.1726,West,0
2024-07-14,2024-07-17,Clothing,Dress,1076.54,40,0.3785,North,0
2021-10-17,2021-10-22,Electronics,Laptop,561.11,48,0.2537,West,0
2021-05-22,,Electronics,Laptop,3731.33,92,0.3139,South,0
2025-12-24,2026-01-03,Toys,Action Figures,2603.14,42,0.0963,South,0
2024-01-19,2024-01-21,Books,Fiction,2386.50,48,0.2014,North,0
2025-10-26,2025-11-03,Books,Textbook,822.59,63,0.0647,East,0
2025-10-03,2025-10-06,Toys,Board Games,4759.59,53,0.1848,East,0
2023-04-01,2023-04-06,Electronics,Camera,722.92,54,0.4471,North,0
2023-03-07,2023-03-13,Clothing,Pants,2411.07,58,0.3907,West,0
2025-04-30,2025-05-08,Sports,Outdoor,3642.04,80,0.2048,West,0
2022-08-11,2022-08-16,Books,Textbook,3538.97,99,0.2805,East,0
2021-05-22,2021-05-23,Sports,Fitness,3755.29,3,0.4681,North,0
2022-01-06,2022-01-16,Electronics,Tablet,3038.21,6,0.4669,West,0
2023-10-24,2023-10-29,Books,Non-Fiction,2713.48,24,0.0448,South,0
2023-06-10,2023-06-11,Books,Non-Fiction,720.88,34,0.4139,North,0
2021-05-10,2021-05-19,Electronics,Phone,584.26,60,0.0327,North,0
2020-04-28,2020-05-08,Books,Non-Fiction,2777.99,39,0.2230,West,1
2025-08-11,2025-08-20,Clothing,Pants,2780.21,60,0.3104,South,0
2021-11-16,2021-11-23,Electronics,Laptop,1071.64,37,0.3696,West,0
2020-10-13,2020-10-22,Home,Furniture,1062.14,41,0.4727,South,0
2022-12-06,2022-12-10,Sports,Water Sports,89.21,83,0.3044,South,0
2020-01-18,2020-01-25,Electronics,Phone,3249.00,4,0.4080,South,0
2024-12-28,2025-01-03,Sports,Fitness,4061.23,16,0.4681,South,0
2024-12-25,2024-12-31,Electronics,Phone,3129.93,29,0.2469,West,0
2024-01-26,2024-01-27,Electronics,Tablet,1986.47,73,0.0852,East,0
2022-03-04,2022-03-09,Sports,Outdoor,4406.21,36,0.3390,North,0
2025-12-22,,Toys,Puzzles,3253.65,42,0.4976,East,0
2023-01-27,2023-01-31,Electronics,Camera,2666.73,51,0.0409,South,0
2020-04-13,2020-04-17,Sports,Outdoor,323.59,4,0.4040,International,0
2023-10-01,2023-10-02,Home,Kitchen,1191.35,77,0.3820,North,0
2025-01-02,2025-01-08,Toys,Board Games,3915.40,57,0.3054,North,0
2024-11-03,2024-11-10,Electronics,Laptop,2061.43,85,0.2267,East,0
2025-03-16,2025-03-24,Books,Fiction,548.95,92,0.3947,South,0
2022-03-04,2022-03-14,Toys,Action Figures,3987.16,40,0.2566,East,0
2024-01-05,2024-01-11,Home,Kitchen,3291.81,31,0.4176,North,0
2020-08-11,2020-08-13,Books,Textbook,3476.96,77,0.4260,North,0
2023-10-06,2023-10-07,Toys,Puzzles,3197.45,60,0.1195,South,0
2023-09-19,2023-09-25,Sports,Water Sports,,72,0.1453,North,0
2022-03-07,2022-03-10,Sports,Team Sports,879.68,32,0.0107,North,1
2022-12-08,2022-12-10,Electronics,Laptop,2286.46,48,0.4706,West,0
2024-11-11,2024-11-15,Sports,Fitness,1877.53,82,0.0231,North,0
2022-02-13,2022-02-18,Toys,Puzzles,4842.24,27,0.3923,West,0
2020-09-22,2020-09-28,Clothing,Jacket,1615.90,89,0.4779,South,0
2025-04-24,2025-04-28,Home,Lighting,4317.21,40,0.1885,East,0
2021-10-05,2021-10-13,Home,Bedding,215.30,44,0.2338,East,0
2024-08-02,2024-08-06,Home,Lighting,4508.36,65,0.3218,South,0
2023-02-06,2023-02-12,Clothing,Shirt,1520.55,88,0.0953,North,0
2021-07-18,2021-07-25,Sports,Team Sports,3791.45,84,0.3806,North,0
2021-09-03,2021-09-12,Books,Non-Fiction,2349.00,44,0.1565,North,0
2022-02-08,2022-02-14,Books,Comics,1534.80,64,0.4171,North,0
2023-10-23,2023-11-01,Clothing,Shoes,2842.21,18,0.4763,South,0
2023-09-14,2023-09-21,Toys,Building Blocks,2677.11,14,0.4810,West,0
2023-06-01,2023-06-11,Electronics,Phone,356.76,37,0.1456,North,0
2025-11-17,2025-11-24,Electronics,Headphones,654.40,96,0.4775,North,0
2022-04-25,2022-04-28,Clothing,Pants,2941.58,88,0.1009,South,0
2021-08-07,2021-08-13,Books,Fiction,2306.42,95,0.3231,West,0
2025-02-12,2025-02-19,Home,Bedding,3668.89,85,0.2843,South,0
2024-05-30,2024-06-08,Sports,Fitness,3493.24,28,0.2056,North,0
2021-05-11,2021-05-18,Home,Furniture,2535.26,10,0.3378,West,0
2025-03-06,2025-03-07,Books,Textbook,691.04,60,0.0341,West,0
2022-09-19,2022-09-22,Sports,Water Sports,894.41,95,0.0388,North,0
2020-02-15,2020-02-16,Sports,Team Sports,2215.87,82,0.3205,North,0
2021-02-25,2021-03-04,Books,Textbook,1879.48,12,,South,0
2020-04-24,2020-04-26,Electronics,Tablet,847.74,54,0.4078,West,0
2023-08-14,2023-08-21,Toys,Action Figures,1789.32,52,0.0060,East,0
2022-05-21,2022-05-27,Books,Non-Fiction,2061.37,64,0.0509,North,0
2021-12-03,2021-12-06,Home,Furniture,4421.00,86,0.1676,East,0
2025-01-12,,Books,Non-Fiction,-3.00,40,0.2142,East,0
2022-09-24,2022-09-27,Toys,Board Games,1197.94,57,0.1643,North,0
2023-02-13,2023-02-18,Home,Furniture,3667.04,27,0.4533,East,0
2022-10-14,2022-10-22,Sports,Outdoor,2463.30,7,0.0708,East,0
2022-04-16,2022-04-20,Clothing,Shirt,3627.70,93,0.2120,North,0
2022-10-16,2022-10-24,Home,Bedding,1997.24,57,0.3047,East,0
2024-11-10,2024-11-15,Clothing,Shoes,3635.97,60,0.1416,North,0
2025-05-23,2025-05-27,Electronics,Tablet,,94,0.2457,North,0
2024-08-30,2024-09-01,Books,Textbook,4608.80,73,0.3815,South,0
2022-11-11,2022-11-12,Sports,Team Sports,3680.96,5,0.1807,East,0
2020-04-25,2020-04-30,Sports,Outdoor,3316.40,15,0.3222,South,0
2024-04-23,2024-04-30,Books,Fiction,4838.74,49,0.3670,East,0
2020-12-30,2021-01-03,Electronics,Camera,1547.42,63,,West,0
2020-10-13,2020-10-16,Sports,Water Sports,680.32,65,0.2253,East,0
2022-05-20,2022-05-25,Clothing,Pants,2209.24,14,0.0831,North,0
2023-04-15,2023-04-19,Electronics,Headphones,513.04,97,0.3327,North,0
2020-06-20,2020-06-25,Electronics,Phone,1691.78,48,0.1715,East,1
2023-07-15,2023-07-21,Clothing,Dress,25.39,52,0.4440,East,0
2021-07-22,2021-07-26,Electronics,Camera,3297.79,53,0.0016,North,0
2023-08-12,2023-08-20,Electronics,Tablet,3698.63,45,0.4657,West,0
2025-05-04,2025-05-07,Sports,Fitness,3926.46,5,0.3984,West,0
2023-05-19,2023-05-28,Sports,Water Sports,3768.73,12,0.4967,North,0
2020-04-29,2020-05-04,Clothing,Dress,3356.30,69,0.2460,West,0
2023-09-25,2023-10-02,Clothing,Jacket,3627.89,72,0.2185,West,0
2022-08-13,2022-08-23,Clothing,Dress,589.37,41,0.2885,North,0
2020-01-07,2020-01-14,Home,Furniture,3399.72,67,0.2954,East,0
2021-03-12,2021-03-17,Books,Fiction,2284.36,19,0.4246,East,0
2020-05-20,2020-05-30,Toys,Puzzles,2480.18,49,0.4051,South,0
2021-09-17,2021-09-18,Sports,Outdoor,4285.33,39,0.3296,West,0
2021-10-14,2021-10-20,Electronics,Camera,2643.94,90,0.3506,South,0
2024-05-31,2024-06-01,Electronics,Phone,2293.09,18,0.2412,South,0
2021-08-16,2021-08-22,Clothing,Pants,3394.81,19,0.4914,West,0
2021-11-20,2021-11-22,Electronics,Laptop,2971.03,81,0.1225,South,0
2021-05-01,2021-05-08,Clothing,Shoes,3356.97,60,0.3252,East,0
2023-02-01,2023-02-09,Sports,Water Sports,1132.43,74,0.3469,South,0
2021-01-22,2021-01-27,Toys,Action Figures,326.86,69,0.4064,South,0
2020-03-21,2020-03-23,Books,Comics,3296.33,77,0.0027,North,0
2025-01-05,2025-01-07,Home,Furniture,184.68,65,0.4831,North,0
2021-12-03,2021-12-08,Books,Fiction,2889.59,67,0.4984,South,1
2025-09-22,2025-09-25,Clothing,Shirt,4787.54,28,0.1387,East,1
2024-09-24,2024-10-01,Electronics,Camera,3385.86,19,0.0353,South,0
2023-01-08,2023-01-17,Sports,Outdoor,775.92,56,0.4820,East,0
2022-10-10,2022-10-12,Electronics,Tablet,4547.13,19,0.1129,North,0
2020-02-10,2020-02-12,Electronics,Headphones,1539.68,63,0.1745,International,0
2023-03-01,2023-03-08,Toys,Puzzles,3392.28,71,0.4248,East,0
2025-05-07,2025-05-10,Toys,Action Figures,1344.18,82,0.3538,South,0
2022-10-17,2022-10-25,Sports,Water Sports,2144.55,30,0.4290,East,0
2023-06-05,2023-06-09,Books,Textbook,296.48,71,0.4042,West,0
2020-02-13,2020-02-22,Books,Non-Fiction,3085.27,96,,South,0
2024-10-06,2024-10-15,Sports,Team Sports,2248.77,98,0.1125,South,0
2020-11-03,2020-11-10,Home,Kitchen,1696.41,70,0.4289,East,0
2023-04-03,2023-04-13,Home,Lighting,4646.25,66,0.0177,South,0
2025-03-11,2025-03-16,Toys,Dolls,0.00,24,0.0044,North,1
2024-10-30,2024-11-01,Books,Non-Fiction,0.00,33,0.1977,North,0
2023-05-10,2023-05-18,Home,Lighting,707.97,1,0.4353,West,0
2022-03-23,2022-03-29,Electronics,Phone,1002.97,86,0.0594,South,0
2025-06-26,2025-07-03,Toys,Dolls,4216.88,15,0.3964,West,0
2021-05-31,2021-06-06,Clothing,Dress,50.06,37,0.3804,East,0
2022-10-11,2022-10-13,Toys,Action Figures,1244.30,26,0.3914,West,0
2021-02-26,2021-03-01,Sports,Outdoor,201.45,19,0.3082,North,0
2021-01-07,2021-01-11,Electronics,Headphones,316.14,7,0.1346,South,0
2023-02-23,2023-02-24,Home,Lighting,1067.77,78,0.0924,South,0
2025-07-05,,Home,Bedding,1662.75,47,0.2945,South,0
2024-03-02,2024-03-05,Clothing,Dress,214.78,84,0.0965,North,0
2024-12-30,2025-01-07,Electronics,Laptop,3606.64,25,0.3558,West,0
2023-11-23,2023-12-01,Home,Lighting,2524.31,77,0.4837,East,0
2023-04-01,2023-04-08,Electronics,Camera,2572.30,57,0.1921,North,0
2024-05-17,2024-05-27,Books,Textbook,3955.33,91,0.1294,North,1
2022-06-21,2022-06-25,Home,Bedding,4710.81,18,0.3953,East,0
2022-10-16,2022-10-22,Clothing,Jacket,4421.09,18,0.3057,North,0
2023-08-22,2023-08-25,Electronics,Laptop,0.00,100,0.2916,West,0
2024-04-13,2024-04-21,Sports,Team Sports,2912.50,97,0.2230,West,0
2024-11-12,2024-11-15,Home,Kitchen,2852.59,24,0.0105,West,0
2021-10-29,2021-11-05,Clothing,Shoes,4852.22,68,0.3752,East,0
2020-02-18,2020-02-19,Toys,Board Games,1345.61,77,,South,1
2020-02-08,2020-02-12,Electronics,Camera,4463.03,40,0.0773,West,0
2020-08-16,2020-08-18,Toys,Puzzles,4433.42,1,0.0120,East,0
2024-10-15,2024-10-22,Books,Non-Fiction,4509.06,15,0.4782,South,0
2023-02-28,2023-03-02,Home,Furniture,898.56,77,0.2126,East,0
2023-05-20,2023-05-26,Toys,Puzzles,3559.42,1,0.4890,South,0
2021-08-23,2021-08-31,Home,Kitchen,2142.99,19,0.4974,South,0
2022-01-14,2022-01-21,Books,Textbook,699.72,32,0.2747,South,0
2025-12-26,2026-01-05,Books,Non-Fiction,1104.48,47,,South,0
2020-03-11,2020-03-17,Home,Lighting,3895.45,59,0.4267,West,0
2024-09-20,2024-09-23,Clothing,Pants,4824.92,90,0.2908,West,0
2025-05-07,2025-05-09,Toys,Action Figures,,54,0.0912,North,0
2021-07-27,2021-07-28,Sports,Team Sports,4406.97,97,0.0802,South,0
2024-06-11,2024-06-20,Books,Comics,4657.94,12,0.4890,East,0
2021-05-27,2021-06-05,Sports,Outdoor,3465.21,84,0.4136,South,0
2021-11-06,2021-11-08,Electronics,Tablet,1684.00,21,0.0327,East,0
2020-02-14,2020-02-19,Home,Kitchen,233.92,62,0.1573,East,0
2023-06-18,2023-06-24,Electronics,Tablet,4869.52,13,0.4483,West,0
2025-08-24,2025-08-31,Electronics,Camera,196.67,88,0.4426,West,0
2021-01-17,2021-01-20,Sports,Outdoor,4961.47,67,0.1707,West,0
2021-06-21,2021-06-28,Home,Bedding,3038.32,73,0.2488,South,0
2020-03-02,2020-03-04,Clothing,Dress,856.89,9,0.1817,East,0
2020-12-31,2021-01-05,Electronics,Phone,4621.56,73,0.1817,East,0
2023-03-20,2023-03-26,Books,Comics,1575.09,53,0.1314,West,0
2020-06-23,2020-06-24,Toys,Board Games,1885.35,10,0.4371,West,0
2021-01-17,2021-01-19,Home,Lighting,4588.13,99,0.2008,South,0
2020-09-21,2020-09-29,Home,Bedding,2729.96,19,0.1601,International,0
2020-05-08,2020-05-16,Toys,Dolls,124.48,55,0.3178,North,0
